ticker,model,metric,horizon,value
GE,Simple_LSTM,MAE,5,4.076695030475375
GE,Simple_LSTM,Pearson r,5,0.05475831170513826
GE,Simple_LSTM,QLIKE,5,0.653307617073209
GE,Simple_LSTM,R2,5,-0.007965962030246354
GE,Simple_LSTM,RMSE,5,27.533625570659265
GE,Simple_LSTM,MAE,10,4.529891791655254
GE,Simple_LSTM,Pearson r,10,0.01722925882896724
GE,Simple_LSTM,QLIKE,10,0.683444301584153
GE,Simple_LSTM,R2,10,-0.03715756757269029
GE,Simple_LSTM,RMSE,10,27.931528785843557
GE,Simple_LSTM,MAE,20,4.529902618743364
GE,Simple_LSTM,Pearson r,20,0.0049860609475231715
GE,Simple_LSTM,QLIKE,20,0.7034719427662921
GE,Simple_LSTM,R2,20,-0.012407855396352696
GE,Simple_LSTM,RMSE,20,27.59698138856136
GE,Simple_MLP,MAE,1,4.312359095147715
GE,Simple_MLP,Pearson r,1,0.020144083762605004
GE,Simple_MLP,QLIKE,1,0.7042245877830228
GE,Simple_MLP,R2,1,-0.009983574452596455
GE,Simple_MLP,RMSE,1,27.562750658504957
GE,Simple_MLP,MAE,5,4.216504463336369
GE,Simple_MLP,Pearson r,5,0.02482102484391484
GE,Simple_MLP,QLIKE,5,0.6930249979243072
GE,Simple_MLP,R2,5,-0.014045902253036147
GE,Simple_MLP,RMSE,5,27.6165406310551
GE,Simple_MLP,MAE,10,4.366981110460916
GE,Simple_MLP,Pearson r,10,-0.002464472023540141
GE,Simple_MLP,QLIKE,10,0.7343193860254317
GE,Simple_MLP,R2,10,-0.015077294023999821
GE,Simple_MLP,RMSE,10,27.632609082743006
GE,Simple_MLP,MAE,20,4.661682975633994
GE,Simple_MLP,Pearson r,20,-0.0029715574270967955
GE,Simple_MLP,QLIKE,20,0.7536181656971168
GE,Simple_MLP,R2,20,-0.015395452594377135
GE,Simple_MLP,RMSE,20,27.63767048796269
BAC,GARCH,MAE,1,2.8702292690632665
BAC,GARCH,Pearson r,1,-0.03265228592711644
BAC,GARCH,QLIKE,1,7.860950403552493
BAC,GARCH,R2,1,-3.0059619205539496
BAC,GARCH,RMSE,1,3.40238559981852
BAC,GARCH,MAE,5,2.931344960167791
BAC,GARCH,Pearson r,5,0.04654264430347127
BAC,GARCH,QLIKE,5,7.8180935946009
BAC,GARCH,R2,5,-2.828463807390809
BAC,GARCH,RMSE,5,3.338518202300984
BAC,GARCH,MAE,10,2.9789679822255413
BAC,GARCH,Pearson r,10,0.06318515405159777
BAC,GARCH,QLIKE,10,7.802284993845528
BAC,GARCH,R2,10,-2.847092594133059
BAC,GARCH,RMSE,10,3.3590299728069626
BAC,GARCH,MAE,20,3.0091913248902693
BAC,GARCH,Pearson r,20,0.06669951910023612
BAC,GARCH,QLIKE,20,7.729509799345365
BAC,GARCH,R2,20,-2.870119715299544
BAC,GARCH,RMSE,20,3.3764193358212977
BAC,ITransformer,MAE,1,2.135931009498388
BAC,ITransformer,Pearson r,1,0.33805326840675737
BAC,ITransformer,QLIKE,1,0.347707568894383
BAC,ITransformer,R2,1,0.039809307335217925
BAC,ITransformer,RMSE,1,7.606597050461952
BAC,ITransformer,MAE,5,2.2210244214123636
BAC,ITransformer,Pearson r,5,0.13265113157125202
BAC,ITransformer,QLIKE,5,0.40056289528844946
BAC,ITransformer,R2,5,-0.004133302953639895
BAC,ITransformer,RMSE,5,7.782392797966782
BAC,ITransformer,MAE,10,2.2472634867378125
BAC,ITransformer,Pearson r,10,0.079439021496788
BAC,ITransformer,QLIKE,10,0.4122247601858306
BAC,ITransformer,R2,10,-0.01198298807431053
BAC,ITransformer,RMSE,10,7.813123185288214
BAC,ITransformer,MAE,20,2.2652291045156856
BAC,ITransformer,Pearson r,20,0.03913770119832129
BAC,ITransformer,QLIKE,20,0.4169108814189284
BAC,ITransformer,R2,20,-0.017089602973477946
BAC,ITransformer,RMSE,20,7.831521640937033
BAC,Simple_KAN,MAE,1,2.322485507221375
BAC,Simple_KAN,Pearson r,1,0.38391357763580947
BAC,Simple_KAN,QLIKE,1,0.2774944159932363
BAC,Simple_KAN,R2,1,0.09002190360260132
BAC,Simple_KAN,RMSE,1,7.405035316048928
BAC,Simple_KAN,MAE,5,2.229796953342012
BAC,Simple_KAN,Pearson r,5,0.10295889147733668
BAC,Simple_KAN,QLIKE,5,0.41657109345256
BAC,Simple_KAN,R2,5,-0.010510839008202932
BAC,Simple_KAN,RMSE,5,7.807067775021686
BAC,Simple_KAN,MAE,10,2.245888914698708
BAC,Simple_KAN,Pearson r,10,0.032764582719054226
BAC,Simple_KAN,QLIKE,10,0.4257801401364008
BAC,Simple_KAN,R2,10,-0.017101808687785658
BAC,Simple_KAN,RMSE,10,7.832858462228791
BAC,Simple_KAN,MAE,20,3.150809397695602
BAC,Simple_KAN,Pearson r,20,0.027081357360606587
BAC,Simple_KAN,QLIKE,20,0.48864556897628564
BAC,Simple_KAN,R2,20,-0.9390945048446182
BAC,Simple_KAN,RMSE,20,10.813493729826867
BAC,Simple_LSTM,MAE,1,1.9522790847195008
BAC,Simple_LSTM,Pearson r,1,0.3733821981929042
